text|source|chunk_id
"Iranian president Ebrahim Raisi, Foreign Minister Hossein Amirabdollahian, and others were confirmed dead after their helicopter crashed on Sunday, Iranian officials and state media said Monday, disrupting the power structure in Tehran as Supreme Leader Ayatollah Khameini continues his increasingly aggressive campaign for regional dominance.

After Raisi’s death was reported by state media, Khameini announced five days of national mourning and appointed Mohammad Mokhber, first vice president, to temporarily succeed Raisi as president. An election to determine Raisi’s official successor for the next four years is supposed to take place..."|data_input/conservative/doc_002.txt|c518710c5c4a4d93a8886634b01e23e8
"Former President Donald Trump took his war of words against his election opponent, President Joe Biden, to a new level on Saturday, reportedly comparing his opponent’s administration to the “Gestapo.”

Trump made the comparison between the Biden administration and the secret police in Nazi Germany during a private donor event at Mar-a-Lago on Saturday, according to multiple reports citing audio from the event.

“These people are running a Gestapo administration,” Trump said, according to NBC News. “And it’s the only thing they have. And it’s the only way they’re going to win in their opinion.”..."|data_input/conservative/doc_005.txt|d73ba150fe4f452fbfa64b5ac6a8e9ca
"President Joe Biden took aim at the 'far out' conservative Supreme Court and blasted Donald Trump while appearing alongside former President Obama at a glitzy fundraiser in Los Angeles on Saturday night as protesters gathered outside.

The president was on the west coast to raise money for his reelection bid alongside Obama at the celebrity-packed event fresh off a trip to the G7 in Italy.

The event raised more than $30 million for the president's campaign according to a campaign official and was attended by Hollywood royalty including George Clooney, Julia Roberts and Barbra Streisand."|data_input/conservative/doc_008.txt|42cf1b9c4f364b79896f38b3baff5429
"The Education Department is ""preparing to restart"" federal student loan debt repayments after a three-year pause now that the COVID-19 pandemic emergency has ended, Secretary Miguel Cardona told lawmakers this week.

Cardona revealed the administration's intentions at a Senate Appropriations Committee hearing on Thursday, when Sen. Katie Britt, R-Ala., asked him why the government should forgive student loan borrowers when President Biden is demanding that Congress pay its debt obligations in arguments with Republicans over the debt limit.

Britt, a first-term senator, cited remarks about the federal debt made Monday by White House..."|data_input/conservative/doc_011.txt|dfede0f27c68420d9b0a8a2a63b262e7
"It’s been more than 75 years since the U.S. last faced an axis of strategic threats. Fortunately, that axis proved dysfunctional. Had it been otherwise, Japan and Germany would have systematically attacked the Soviet Union, not America, first.

Our current strategic adversaries, Russia and China, aren’t an axis. They’ve formed an entente, tighter today than any time since de-Stalinization split the communist world. Involving some mutual interests and objectives, displays of support, and coordination, ententes are closer than mere bilateral friendships but discernibly looser than full alliances. The pre-World War..."|data_input/conservative/doc_014.txt|7be791e9eb7342c6b308637826ca90d8
"President Joe Biden is unveiling new actions Tuesday that will speed a pathway to legal residency for about 500,000 undocumented people living in the United States.

Biden’s announcement, made days after the 12th anniversary of the Deferred Action for Childhood Arrivals program, comes just weeks after the president signed an executive order that will forcibly close the southern border and allow the federal government to expand deportation procedures for incoming immigrants when crossings reach a certain threshold, a policy that drew sharp condemnation from immigration activists and members of his own party.

Biden’s..."|data_input/conservative/doc_017.txt|3d02bebed14c4405863b98dedc55b899
"Republican Glenn Youngkin's shocking defeat of Democrat Terry McAuliffe Tuesday in the Virginia gubernatorial contest will almost certainly serve as a blueprint for Republicans in the post-Trump era.

Youngkin’s victory was consistent with late October polls that showed him burning through McAuliffe’s summer lead and claiming a modest advantage on the strength of his message about education and the economy.

Rising prices and drama at school board meetings created the ideal backdrop for Youngkin’s devotion to the kitchen-table issues that McAuliffe was widely perceived as having ignored, as he focused more on..."|data_input/conservative/doc_020.txt|6beb222d6d0e4b6ab2163d72fa4c938d
"An attorney has said that a second whistleblower has come forward to speak with the intelligence community inspector general about President Trump’s dealings with Ukraine, including issues surrounding a controversial July 25 phone call between Trump and Ukrainian President Volodymyr Zelensky.

The second whistleblower, whose existence was first reported Sunday, is said to be an intelligence official who is represented by Andrew Bakaj and Mark Zaid, the same attorneys representing the first whistleblower. Zaid said the second whistleblower has firsthand knowledge of the events detailed in the first whistleblower's complaint..."|data_input/conservative/doc_023.txt|958da0822ea44b01b78d9020daa18393
"Facebook acknowledged that it mistakenly censored the iconic image of former President Donald Trump with his fist raised in the immediate aftermath of the July 13 assassination attempt in Pennsylvania.

A post on Mark Zuckerberg’s social media site by a user with the handle End Wokeness that showed the Republican presidential candidate defiantly pumping his fist in the air while blood streams down his face had initially been flagged as misinformation.

The user was threatened with being deplatformed.

However, on Monday, Dani Lever, a spokesperson for the social network’s parent company, Meta, admitted..."|data_input/conservative/doc_026.txt|6d9c86a64ca14a1d998a7b9575d1b41b
"Left-wing activist groups are planning to send protesters to the homes of conservative Supreme Court justices following a leak indicating the court may soon overturn Roe v. Wade.

The activists are organizing under the moniker ""Ruth Sent Us"" and have published the supposed home addresses of Justices Amy Coney Barrett, John Roberts, Samuel Alito, Brett Kavanaugh, Clarence Thomas and Neil Gorsuch.

""Our 6-3 extremist Supreme Court routinely issues rulings that hurt women, racial minorities, LGBTQ+ and immigrant rights,"" the group's website reads. ""We must rise up to force accountability using a..."|data_input/conservative/doc_029.txt|70430b1dabae4cab936352ad465a78e7
