text|source|chunk_id
"Iranian President Ebrahim Raisi and his foreign minister were killed in a helicopter crash in mountainous terrain and icy weather, Iran's state television confirmed on Monday, after search teams located the wreckage in East Azerbaijan province.

The head of Iran’s Red Crescent, Pir Hossein Kolivand, earlier told state television that ""no sign"" of life was detected amongst the passengers of the helicopter that crashed on Sunday afternoon.

""Upon finding the helicopter, there was no sign of the helicopter passengers being alive as of yet,"" state TV reported.

Foreign Minister Hossein Amir-Abdollahian, East Azerbaijan Governor..."|data_input/liberal/doc_000.txt|aa70ec34664441549bb8c23e3402e88c
"The White House denounced former President Trump Sunday over reports that he compared President Biden's administration to the Gestapo, the Nazi-era secret police force in Germany.

The big picture: The New York Times first reported that Trump made the comments after criticizing indictments against him at a private donor event in Florida Saturday, days after a New York judge found him in contempt for violating a gag order in his hush money trial.

""These people are running a Gestapo administration,"" Trump said, according to audio obtained by the NYT. ""And it's the only thing they have. And it's the only..."|data_input/liberal/doc_003.txt|9e3510cf47c44aa2ac1c4a734734a48d
"Some of Hollywood’s brightest stars headlined a fundraiser for President Joe Biden that took in a record $30 million-plus for a Democratic candidate, according to his campaign, in hopes of energizing would-be supporters for a White House contest they said may rank among the most consequential in U.S. history.

George Clooney, Julia Roberts and Barbra Streisand were among those who took the stage at the 7,100-seat Peacock Theater in Los Angeles on Saturday night. Late-night host Jimmy Kimmel interviewed Biden and former President Barack Obama, who both stressed the need to defeat former President Donald Trump in a..."|data_input/liberal/doc_006.txt|0e7d97b271a24432b8706341dad3d2f3
"Education Secretary Miguel Cardona said that the current pause on student loan repayments will end ""no later than June 30.""

Driving the news: ""The emergency period is over and we're preparing our borrowers to restart,"" Cardona said Thursday at a Senate appropriations committee hearing.

The current pause on student loan repayments, announced in November, is set to end 60 days after June 30, or 60 days after the Supreme Court issues its long-awaited ruling on debt relief.

The big picture: The Biden administration's student loan forgiveness plan currently remains in legal limbo, but the Supreme Court during oral arguments in..."|data_input/liberal/doc_009.txt|583f6743f35c44efa7cf99650941a43a
"The Biden administration has handled the Ukraine crisis intelligently and effectively, formulating a policy that could be described as “deterrence plus diplomacy.” It made credible threats about the costs of a Russian invasion and rallied its European allies in an impressive show of unity. And while (correctly) refusing to promise that Ukraine will be barred from NATO, it has offered to discuss almost everything else, from arms control to missile deployments.

This crisis, however, has highlighted a larger strategic failure, one that extends beyond this administration. One of the central rules of strategy is to divide your adversaries...."|data_input/liberal/doc_012.txt|b176b3079eb84320b277a6a521f7f217
"The Biden administration is taking executive action to protect undocumented spouses of American citizens — a move that would shield about 500,000 immigrants from deportation.

The White House announced the election-year policy Tuesday, framing it as “new action to keep families together.” NBC News reported that an executive action protecting the spouses was likely to be announced soon, after urging from immigration advocates and Democratic lawmakers and as President Joe Biden courts Latino voters in crucial battleground states.

Lawmakers have been briefed on the plan and at least some have been invited to the..."|data_input/liberal/doc_015.txt|bc4cffa2793b49448b5ba753f73820e6
"Virginia voters chose Republican Glenn Youngkin as their next governor, a dramatic reversal for a state that had appeared solidly Democratic in recent years and a significant loss for President Biden and the party’s establishment.

Former Democratic governor Terry McAuliffe came up short in his bid to become only the second Virginia governor since the Civil War to win a second term, with key suburban districts joining rural parts of the state in favoring Youngkin by a narrow margin.

Republicans appeared to sweep the other statewide races, with Winsome Sears winning for lieutenant governor..."|data_input/liberal/doc_018.txt|b38a19db8c8043c7a18bc0ed4e2c97eb
"Mark Zaid, the attorney representing the whistleblower who sounded the alarm on President Donald Trump's dealings with Ukraine and triggered an impeachment inquiry, tells ABC News that he is now representing a second whistleblower who has spoken with the inspector general.

Zaid tells ABC News' Chief Anchor George Stephanopoulos that the second person -- also described as an intelligence official -- has first-hand knowledge of some of the allegations outlined in the original complaint and has been interviewed by the head of the intelligence community's internal watchdog office, Michael Atkinson...."|data_input/liberal/doc_021.txt|c925abb135264e619a1331d30760b5ab
"Donald Trump lashed out at Facebook Tuesday after the social media company apologized for fact-checking a photograph of the assassination attempt he faced earlier this month.

Trump accused both Facebook and Google of plotting against his presidential reelection bid by censuring photographs of the bloody and deadly attack in Butler, Pennsylvania, on July 13.

""Facebook has just admitted that it wrongly censored the Trump 'attempted assassination photo,' and got caught,"" Trump wrote. ""Same thing for Google. They made it virtually impossible to find pictures or anything about this heinous act."""|data_input/liberal/doc_024.txt|89d6009c1ed7452fb9409902b446169e
"With the Supreme Court poised to overturn abortion protections, people took to the streets in cities across the country to protest for the right to safe, accessible abortion care for all.

Within hours of Politico’s reporting on a leaked draft Supreme Court opinion on Monday, people flooded the steps of the Supreme Court in Washington, D.C., protesting against the court’s apparent plan to overturn the landmark abortion protections of Roe v. Wade.

By late Tuesday, hundreds more had gathered outside the nation’s highest court.

Queer activists — whose rights to same-sex marriage and consensual sex are also..."|data_input/liberal/doc_027.txt|6c3998ba3ac3427da50c571dfd995141
"Russia has dismissed a report claiming Vladimir Putin did not order the killing of famed dissident Alexei Navalny, who died in an Arctic prison in February.

Dmitry Peskov, Putin’s spokesman, told Russia’s state-run media on Saturday that he had seen the Wall Street Journal report, which cited an assessment by U.S. intelligence agencies, and that there was little reason to believe it. He derided its logic and said it wasn’t worth looking into.

“I would not say that this is high-quality material that deserves any attention. Some very empty reasoning,” Peskov said.

The Kremlin’s rejection of the U.S. report oddly..."|data_input/liberal/doc_030.txt|7bdb4d1b3618431fbdc267b64b249444
"A group of left-wing extremists has claimed responsibility for the suspected arson attack that shut down the Tesla Gigafactory outside of Berlin on Tuesday.

The group, which calls itself “Vulkangruppe Tesla Abschalten” (also known as “Vulcan Group” or “Volcano Group”), said in a statement posted to Kontrapolis.info that it aimed to cause “the largest possible blackout of the Gigafactory,” citing environmental and labor concerns as motivations behind the attack. (Google Translate was used to translate the letter from German to English. All quotes in this article are from that translation.)

Production was halted..."|data_input/liberal/doc_033.txt|76742449c24e43d09731f5da10b8d0de
